From,To,AvgDelay,Distance
ORD,TPA,114,2963
CLE,HNL,56,4433
HNL,SFO,45,3965
MDW,ORD,79,4358
CLT,SMF,63,185
ATL,HNL,56,866
IAH,SAN,147,3783
PIT,AUS,76,1636
HNL,LAS,152,4378
MCO,DEN,55,3354
TPA,CVG,94,4212
JFK,DTW,23,4822
AUS,PHL,105,2746
MDW,TPA,111,4508
STL,PIT,99,3442
JFK,SAN,27,1566
DEN,CLE,65,4355
MCO,PIT,61,712
SMF,MIA,72,3571
DEN,AUS,155,3958
DFW,SMF,152,607
DFW,MSY,50,1185
BWI,CLE,174,2067
PHX,MCO,101,992
RDU,LAX,16,1916
SFO,CLT,15,3302
IAH,DCA,178,3787
PHX,HNL,49,4838
OAK,LAX,54,1098
CVG,ATL,26,1359
MSY,CVG,9,696
MIA,PIT,99,2277
ORD,TPA,131,3008
IND,PHX,104,155
CMH,AUS,105,1794
PIT,DTW,36,4677
IND,CLT,69,4242
PHX,ATL,142,2462
LAS,MDW,134,1363
PHX,SMF,138,3127
CLE,SLC,174,4295
DTW,MIA,80,4023
HNL,PIT,81,3038
FLL,OAK,172,2340
BOS,PHL,166,1882
BWI,LAX,35,565
DTW,SFO,94,2909
MCO,OAK,42,1501
ATL,PHX,37,3498
LAS,BWI,127,1674
BOS,CMH,74,779
IAH,CLT,159,3760
DEN,AUS,37,1965
MSP,CLT,59,2561
AUS,FLL,179,2385
CLE,DTW,114,1362
MCO,DEN,124,4095
SJC,IAH,130,2253
CLE,DTW,113,2835
PDX,OAK,46,3223
IAH,STL,174,2588
AUS,SFO,147,1489
FLL,DEN,114,2428
FLL,ORD,45,1299
SLC,LAS,164,4160
SAN,MKE,158,4977
BOS,SFO,41,3174
SLC,CLE,132,3685
MIA,MSP,55,3854
CMH,ORD,57,3048
MDW,CVG,34,594
SLC,AUS,55,3496
SMF,MSY,23,1672
MDW,SFO,162,2256
SMF,MDW,68,713
TPA,DTW,108,105
SLC,PHL,51,3589
CLE,MSP,34,3868
DCA,FLL,20,236
MCO,DFW,13,1947
MCO,PHX,160,4755
DCA,PDX,143,4411
SMF,TPA,132,2060
SAN,PDX,165,4858
FLL,DFW,44,4548
STL,TPA,43,2663
MIA,CLT,93,2725
SAN,SFO,129,3773
AUS,SEA,82,2247
FLL,IAH,169,3124
MSY,IAH,155,1194
LAS,PHL,47,4784
DTW,IAH,52,3674
PHX,SFO,88,4165
CVG,PHL,55,3741
LAX,OAK,151,1423
HNL,SFO,116,3797
PDX,BWI,102,1070
PHL,BWI,53,2825
MSP,STL,49,822
DFW,MKE,170,3271
MSY,JFK,179,4142
ATL,PDX,39,490
DTW,OAK,88,1131
SJC,PHL,85,4312
IND,TPA,80,1020
DFW,RDU,149,3485
SFO,IAH,173,1571
DEN,SLC,48,401
OAK,PHL,108,558
MSP,IND,173,4542
BWI,ATL,94,3896
RDU,AUS,130,3040
SFO,CMH,139,3498
DEN,PHL,25,3196
FLL,BWI,150,1290
LAS,PHL,104,3368
SFO,PHX,99,3803
TPA,PHX,68,3620
MCO,PHL,27,3638
SLC,STL,141,4950
IND,CVG,132,1943
OAK,SFO,7,1986
SEA,MSY,137,2295
SAN,CLT,24,1474
SMF,TPA,165,1850
DFW,CLT,24,3769
MKE,MDW,19,2069
HNL,SJC,179,4483
BWI,IND,39,1416
MCO,CMH,14,1977
PDX,LAS,22,3130
CMH,AUS,62,1907
MCO,TPA,179,1484
MSP,PHL,23,2934
MSP,IAH,148,1974
JFK,SFO,104,3688
DFW,MCO,156,3868
LAS,DFW,179,1060
SAN,DFW,82,3060
JFK,OAK,44,1547
BOS,DTW,23,558
PHX,DTW,26,4666
MDW,SFO,39,2618
DCA,SEA,59,2758
CLT,BOS,179,2922
SAN,MDW,91,3895
MKE,CLT,109,1252
CMH,CVG,98,2697
ORD,SEA,157,3548
DCA,CLT,174,2485
IAH,RDU,117,3571
BOS,SJC,129,3698
IND,SJC,162,4558
BOS,SFO,41,3443
MDW,SFO,73,2328
STL,CLE,29,4743
DFW,DTW,126,3740
PDX,RDU,153,1724
AUS,FLL,97,1098
BOS,CLT,102,3943
CVG,IND,87,3196
TPA,MKE,173,1283
STL,AUS,140,1525
MSY,CVG,94,3555
FLL,SEA,86,3727
CMH,TPA,87,3754
JFK,SMF,133,2153
MCO,MSY,154,3665
SAN,SJC,34,1827
JFK,PHX,7,559
FLL,CLT,23,4009
MCO,PHX,61,973
FLL,PHL,31,1617
LAX,SMF,149,3907
PDX,PIT,165,3473
PDX,JFK,5,1989
TPA,CLT,21,3660
SLC,LAS,88,3146
SJC,ATL,42,1924
SJC,SAN,155,2881
LAS,SLC,58,1655
AUS,JFK,123,201
SAN,LAX,12,3528
RDU,MDW,115,4419
MDW,DFW,180,4142
DCA,MKE,63,2813
SJC,PIT,66,4304
CLT,ORD,94,1903
MDW,RDU,24,2724
IAH,FLL,70,2792
BOS,DTW,144,2046
MDW,CVG,149,1368
DTW,SLC,39,3798
PIT,SLC,43,2110
PHX,AUS,63,2111
MSP,TPA,37,3142
SAN,SFO,126,4143
PHX,PIT,148,4081
SAN,SMF,40,5000
STL,ATL,79,4339
FLL,MSY,74,3407
SMF,IAH,87,4093
SFO,DEN,96,343
BWI,MDW,49,2191
IAH,JFK,121,741
SEA,MSP,8,3487
PIT,STL,81,2854
LAX,DEN,161,547
SFO,MDW,139,4181
DFW,SFO,133,4882
PHL,SEA,160,1703
BWI,DFW,81,2261
SLC,SMF,26,4922
AUS,DCA,141,2443
JFK,MKE,60,1757
LAX,PHX,102,1760
BWI,CMH,80,2759
SJC,MSY,10,3255
SMF,FLL,76,655
CMH,RDU,102,4982
SMF,AUS,86,2624
OAK,MSP,50,1601
ATL,CLE,153,276
FLL,MSP,40,2249
LAX,CMH,12,4084
MCO,PHX,146,1280
MKE,HNL,21,795
LAX,ATL,52,1349
CVG,IND,31,2996
DFW,SAN,59,1250
ORD,SFO,88,3641
IAH,DFW,138,3499
IND,HNL,73,2374
PIT,AUS,148,1987
BOS,SEA,126,1168
IND,MSY,127,2454
BOS,MDW,70,4289
IND,BWI,116,3897
LAX,DCA,18,2535
IAH,BWI,132,1019
MIA,OAK,51,4557
LAS,DCA,172,1127
CMH,MSY,144,690
RDU,SEA,147,1496
IAH,DCA,90,3817
CVG,SJC,44,910
MSP,PHX,172,3325
IAH,MSP,118,3970
SLC,PHL,94,1270
DEN,RDU,153,1763
LAS,CLE,21,4920
PIT,DCA,14,1536
SFO,MKE,62,4405
PDX,DCA,13,344
MSP,BWI,40,3709
TPA,MIA,121,942
MSY,SLC,179,1202
BOS,CLE,131,2358
DTW,LAX,34,1639
CLE,TPA,116,2287
RDU,MSP,11,2245
SAN,SLC,27,4163
DEN,CLT,149,4367
ATL,MCO,131,376
SAN,CMH,157,4762
SFO,CLT,26,3925
IND,LAS,132,2627
IND,DFW,19,3545
SLC,DTW,111,328
SFO,MKE,43,1304
CMH,DTW,24,1853
OAK,MSP,96,4790
OAK,JFK,86,692
RDU,MDW,117,637
CLE,DFW,92,871
PHX,TPA,173,2664
DTW,MSY,143,458
BWI,TPA,139,822
DCA,MDW,69,4188
SEA,PDX,30,3241
STL,MSP,83,2528
DFW,BOS,123,3975
MSP,ORD,32,2509
DFW,HNL,6,527
PDX,MIA,173,2490
ORD,LAS,175,3852
MKE,MSY,136,329
MCO,JFK,172,1424
OAK,FLL,81,1745
BWI,MCO,86,4959
LAS,PHL,177,1732
CLT,BOS,125,1005
MCO,MIA,163,1878
DFW,PDX,161,3422
BWI,SEA,59,3733
DFW,PHX,166,2143
STL,DCA,147,1982
SLC,SEA,163,244
FLL,BOS,137,2229
PIT,DCA,35,4116
SLC,DCA,145,558
SMF,DTW,14,3854
MIA,SAN,102,4772
SMF,PHL,91,700
SAN,MDW,117,892
MDW,DEN,50,854
PHL,CVG,144,3554
IAH,MCO,179,470
SMF,AUS,52,2508
PHX,HNL,145,797
IAH,SLC,13,3887
BOS,MCO,93,1193
DFW,SLC,31,2913
PHL,SAN,12,3578
JFK,ORD,48,1996
CLE,IND,78,3565
CMH,MIA,12,499
SMF,DCA,23,106
ATL,CVG,68,4718
IND,LAX,8,2933
AUS,IAH,133,1493
FLL,OAK,65,247
HNL,DTW,142,4080
MSP,STL,20,2937
PDX,DFW,77,924
SEA,SLC,77,811
JFK,RDU,71,4474
MDW,OAK,78,4887
LAS,DTW,115,3498
PHL,SLC,48,2410
OAK,IND,166,1212
MSY,LAS,77,1929
SFO,SAN,34,2613
MDW,HNL,44,3672
DFW,DEN,89,3141
MKE,AUS,58,2250
LAX,DCA,48,4903
HNL,PIT,125,1424
CLT,HNL,159,2994
IND,CLE,150,2533
SFO,CMH,32,3487
RDU,ORD,175,3121
MSP,MCO,89,3670
DTW,CVG,136,3204
ORD,SMF,76,2315
LAX,MKE,28,4542
SFO,MSP,93,660
IAH,AUS,99,1700
CMH,LAS,112,1495
TPA,SEA,169,3504
CLT,MDW,67,4883
STL,MSY,142,1645
SEA,SJC,81,830
TPA,SAN,179,3673
DTW,CLE,132,631
BWI,SFO,75,4224
MCO,SAN,9,4341
MIA,CLT,96,3052
SLC,PIT,134,4443
LAS,SEA,111,999
PIT,CVG,172,3047
MDW,FLL,162,3119
TPA,MSP,180,3609
OAK,PDX,88,1903
LAS,DFW,130,3183
CMH,PDX,73,3126
CLT,IND,9,3567
PDX,DEN,178,1162
SAN,HNL,64,3752
LAS,DEN,134,2053
PIT,MSY,26,271
IND,MSP,87,1503
PDX,MCO,174,3968
MIA,JFK,141,2723
DCA,SAN,85,3557
PHX,SMF,64,2239
OAK,TPA,31,2678
DCA,ATL,85,4849
MKE,SJC,168,2390
MKE,RDU,157,2882
TPA,BOS,147,1996
MIA,CMH,93,4269
OAK,SEA,78,416
PIT,PDX,154,4638
PDX,CLT,153,2417
AUS,IND,140,3856
MDW,DFW,34,4027
BOS,MSY,69,3391
SLC,ORD,17,4526
JFK,SMF,40,4118
MSP,CMH,93,3702
ORD,SFO,63,4629
SJC,MSY,48,3560
HNL,MCO,60,1954
AUS,DTW,70,1303
SLC,MKE,56,1619
MDW,MKE,156,789
SMF,PHX,111,4228
HNL,CMH,102,4818
BOS,CMH,61,973
RDU,ORD,114,2957
SAN,CLE,161,1313
CLE,IND,78,2513
SEA,AUS,8,3845
FLL,MSP,64,1631
ORD,HNL,107,3518
MKE,MCO,154,3152
PHL,MIA,164,3049
ATL,SFO,135,3190
MIA,ORD,144,3755
ORD,SLC,142,4761
DTW,PIT,62,2785
DFW,SLC,163,229
PDX,SEA,43,4390
IND,MKE,89,3189
PHL,SMF,110,2567
CVG,RDU,126,1485
SMF,SJC,179,466
FLL,AUS,46,925
DTW,ORD,122,2636
CLT,LAX,26,4615
SAN,TPA,148,3119
SJC,SAN,92,314
SMF,DTW,163,4692
ORD,SEA,150,4359
DFW,CLT,26,3067
CLT,DFW,81,2981
IND,BWI,20,2442
PHL,STL,63,4055
MDW,IND,32,2942
HNL,PDX,51,2328
MCO,LAS,67,1681
OAK,PHL,57,1330
MSY,AUS,173,2797
MDW,PHL,45,1578
TPA,PDX,125,2432
SLC,IND,41,2479
AUS,OAK,49,4006
MSY,BWI,127,2072
MSY,SLC,93,1032
TPA,SAN,161,4730
IAH,MSP,112,3083
CLT,SJC,132,1104
JFK,AUS,153,913
MDW,SEA,38,1249
CMH,SLC,89,3594
AUS,MSY,71,4132
ORD,SJC,87,3370
IND,PDX,107,4807
MDW,MKE,61,2724
TPA,DTW,115,4016
MDW,SLC,66,1737
IND,ORD,89,4833
BOS,DCA,112,485
BOS,ORD,103,1698
PHL,SMF,156,794
DTW,BOS,174,2544
SEA,LAX,100,4020
DFW,JFK,12,559
DEN,TPA,139,4360
PIT,SEA,118,859
BOS,HNL,173,3015
DFW,HNL,70,4130
JFK,PHL,103,1103
IAH,PHL,48,3447
DFW,ORD,163,4693
DEN,ATL,89,4441
JFK,CLT,90,3865
BOS,ORD,27,2355
MSY,MSP,160,4903
STL,JFK,85,3341
BWI,DTW,144,4230
SEA,TPA,10,2602
PDX,SAN,157,3032
DCA,PHX,17,2100
CLT,SJC,158,673
IAH,MKE,137,2892
DTW,SEA,44,1495
MKE,MSP,95,3335
PHX,PIT,76,3666
SMF,TPA,122,3496
STL,CLE,176,1797
IAH,MSP,131,3525
TPA,SJC,116,140
SEA,MDW,77,4112
LAS,AUS,178,3950
MSP,CVG,156,2289
HNL,BOS,150,708
BWI,MKE,100,1261
PHX,SAN,103,834
LAX,SLC,67,1655
MIA,DTW,111,4043
DTW,RDU,159,1545
MSP,SLC,40,1135
MIA,LAS,104,2448
HNL,MSP,145,2197
CMH,SEA,15,3975
DCA,LAX,81,2342
CLT,LAS,150,1426
CMH,JFK,50,4840
OAK,DFW,108,4232
DTW,SAN,108,257
MKE,TPA,104,2627
DTW,CMH,128,2318
CMH,MSY,100,459
MDW,SFO,39,1020
DTW,SLC,122,2816
HNL,CMH,137,3221
MIA,MCO,116,3666
HNL,CLT,137,2568
BWI,MKE,10,2364
DTW,AUS,86,2004
PHX,FLL,132,3373
SJC,STL,20,407
SLC,BOS,108,4501
DEN,IND,30,496
DTW,CMH,124,1803
PDX,TPA,167,2766
PDX,IND,127,1480
IND,STL,133,340
DTW,MIA,167,4454
BWI,AUS,165,2880
LAS,BOS,14,2478
IND,SFO,131,518
MDW,FLL,113,1689
ATL,SEA,48,4543
SFO,RDU,85,2853
CVG,IAH,69,4800
RDU,OAK,89,3102
SEA,ATL,67,2064
MSY,OAK,81,3972
PDX,IAH,114,4339
LAS,JFK,65,3331
MKE,OAK,128,3141
SFO,FLL,120,4468
RDU,MCO,149,1988
MKE,SFO,169,464
CLT,ORD,97,4574
MDW,MSP,46,4037
MKE,SLC,6,3469
SLC,ATL,116,2349
AUS,TPA,66,3661
MDW,DFW,73,897
MSP,SJC,46,2612
LAX,PHX,178,1142
SLC,CVG,152,4274
MIA,SMF,56,627
MCO,IND,112,1333
ORD,STL,62,4397
MCO,ATL,102,1789
MDW,SEA,23,1407
MSY,DTW,41,1821
DCA,SLC,23,3155
CVG,LAX,8,4619
MSY,ORD,29,4468
PIT,LAS,58,3064
SLC,JFK,127,1935
BWI,FLL,6,4052
SLC,OAK,87,1166
RDU,JFK,148,1761
CVG,AUS,59,1214
OAK,DEN,69,973
STL,AUS,101,2691
TPA,IND,68,775
SJC,CLT,116,4561
SJC,AUS,87,1009
OAK,ATL,56,2051
CLE,LAS,130,231
ORD,DEN,16,1626
TPA,PDX,100,215
SLC,PDX,78,3467
DFW,SJC,125,1706
FLL,SAN,76,4694
CMH,MSP,48,1565
DFW,DTW,8,1410
MSP,PIT,58,787
CLE,PIT,68,772
DTW,SLC,83,2487
DFW,SMF,112,2906
AUS,MKE,116,4115
MKE,LAX,135,1355
SEA,DCA,20,170
DTW,ORD,23,2785
DCA,MDW,98,4085
SEA,DFW,109,2080
PDX,DEN,70,4877
MIA,MSY,98,1139
MKE,PHX,178,2559
IAH,BOS,77,2953
DEN,ATL,139,3055
BOS,STL,56,4317
STL,DTW,22,601
DEN,MCO,79,4205
IND,CLT,93,1063
MSY,CVG,8,2136
BOS,MCO,31,1261
MDW,MSP,25,728
MKE,CMH,42,287
ORD,LAX,110,1186
HNL,DEN,27,525
IAH,AUS,85,1698
CLE,MKE,21,4292
IAH,PHX,20,528
PHX,DFW,113,473
MIA,STL,97,2418
ATL,SMF,63,298
SAN,ATL,110,1294
PHL,MSY,127,4832
CLE,MKE,41,1143
SJC,STL,141,3870
JFK,BWI,83,1565
TPA,DTW,118,1047
DFW,AUS,55,274
SEA,ATL,149,3829
PHX,BOS,142,4372
CLT,STL,149,4008
LAX,LAS,171,4147
FLL,SEA,171,3373
HNL,MIA,54,2026
ATL,HNL,173,3084
PHL,DEN,168,3989
LAS,AUS,141,4706
LAX,TPA,125,3354
MCO,SEA,161,1813
SMF,MDW,104,4736
SEA,MDW,158,4736
SJC,SMF,126,1507
DEN,FLL,134,4874
MSP,ATL,117,2946
BWI,CMH,36,3271
TPA,MSY,99,1508
MIA,MCO,97,1745
FLL,SAN,6,192
PDX,ORD,38,4426
CVG,SFO,29,3963
SEA,SFO,104,3714
MSY,PHL,98,858
CMH,SEA,122,3174
BOS,PHX,178,1235
CLT,PDX,149,4784
PHX,DCA,62,2282
RDU,ATL,22,2719
SFO,MSP,39,3576
MDW,BWI,65,374
MSY,PHX,143,1696
SAN,STL,97,4773
MSP,FLL,89,282
SLC,CLT,74,547
AUS,LAX,17,329
BOS,FLL,141,771
AUS,IAH,135,3658
ORD,BWI,176,2898
MSY,SMF,169,742
DFW,HNL,97,3225
DCA,SAN,28,1507
FLL,AUS,56,1537
IAH,JFK,58,383
IAH,DEN,119,4202
STL,SFO,132,4587
PHX,ORD,16,1834
SMF,FLL,126,4218
AUS,ORD,22,2328
DTW,MKE,37,3682
RDU,SMF,153,4513
DEN,TPA,128,3052
LAS,SAN,103,567
PIT,IAH,87,3110
AUS,RDU,40,1571
RDU,SEA,127,3285
SEA,PHL,36,2314
CLT,LAS,162,982
RDU,CMH,54,3777
ORD,MKE,22,4607
MCO,CLT,147,2005
IND,MSY,139,1912
JFK,FLL,75,2739
HNL,JFK,94,4405
CVG,MCO,88,1142
IND,PIT,140,4823
OAK,CLE,118,4187
IAH,PHL,45,846
CLT,SAN,44,4449
STL,SMF,37,2461
PHL,SFO,155,3026
MSY,CMH,135,4478
MCO,FLL,170,2850
STL,DTW,116,2597
BOS,SMF,149,2410
MKE,MSY,81,4585
MDW,BWI,45,4753
CVG,ATL,133,1693
LAS,MDW,37,3177
HNL,PIT,126,572
MSP,SMF,127,3773
SMF,PHL,98,4461
CMH,PDX,36,4039
SAN,LAX,84,478
ATL,SLC,106,2734
CMH,BOS,129,4114
ATL,FLL,154,2064
SEA,MSP,59,4459
PIT,STL,64,1984
MSY,SAN,118,641
LAS,CMH,38,2139
ATL,SLC,124,4611
OAK,SAN,86,3540
DTW,IAH,121,3888
JFK,SMF,131,2508
PHX,LAS,122,3608
DCA,MCO,132,1564
HNL,PDX,146,3813
CLT,SFO,123,2401
HNL,CLT,49,1682
SLC,STL,172,108
LAS,STL,6,1780
STL,SAN,151,4463
CLT,IAH,120,1779
CLT,PHX,10,3553
DFW,HNL,71,1797
ATL,LAX,166,3617
LAX,SLC,66,5000
CVG,CLT,57,1113
SMF,PHX,151,2213
IND,PIT,180,4297
JFK,PHL,81,1222
MCO,MDW,42,2550
CLT,LAX,75,4706
STL,CLE,89,4519
MIA,MSP,138,3067
OAK,MIA,74,1362
PHX,CVG,71,2963
SEA,IND,179,3243
RDU,SLC,5,1209
PIT,SLC,104,2437
ORD,SAN,21,2663
HNL,LAX,173,4154
STL,CMH,169,1372
MSP,CVG,118,2733
SJC,OAK,99,690
STL,SLC,145,1004
CMH,RDU,34,809
SJC,TPA,88,819
MSY,HNL,124,1835
LAX,MSP,172,1689
PHL,PHX,158,461
CLT,PIT,111,2059
FLL,JFK,96,3800
CLE,SMF,65,4203
PIT,BOS,93,2188
PIT,DCA,157,4369
DCA,LAX,15,3417
DFW,SLC,179,3851
MKE,SMF,18,2880
MKE,PHX,107,219
BOS,MIA,59,2139
MKE,CVG,34,502
SFO,CLT,101,1344
DEN,CLT,104,3233
CLE,RDU,167,1629
CVG,PDX,140,1090
FLL,LAX,159,4763
MIA,AUS,23,4425
RDU,PDX,147,2232
PHL,SLC,29,4478
CVG,DTW,12,1296
CMH,FLL,154,4688
JFK,AUS,5,4864
RDU,SAN,161,2719
STL,PDX,90,3978
CMH,BWI,130,4009
SFO,RDU,132,3424
SJC,OAK,152,2121
PDX,MSP,125,1580
CVG,AUS,37,3200
ATL,SFO,122,1458
DFW,BOS,21,3395
MSY,CVG,118,1280
LAX,PHX,129,4244
MIA,DFW,80,2939
BOS,STL,48,3763
SLC,MSP,23,1344
CVG,PIT,123,3173
LAS,SLC,73,625
OAK,SEA,56,3850
IAH,JFK,162,4837
PHL,MCO,66,1440
RDU,SLC,158,2143
TPA,LAS,21,4181
MSP,FLL,27,4374
OAK,MCO,151,782
MSP,MCO,81,3549
SLC,FLL,56,2309
MSY,LAX,25,2354
DFW,PIT,57,4389
STL,OAK,125,1334
MSY,LAX,141,875
CVG,RDU,80,4870
SMF,PIT,43,4241
SMF,MSY,169,2683
IND,MDW,144,2278
IAH,DEN,137,4419
ORD,PHL,156,3186
MKE,DEN,155,4580
SLC,DCA,160,1342
FLL,PHX,105,1243
OAK,STL,56,1401
CMH,ATL,135,4715
DEN,ATL,180,829
FLL,PHX,95,3513
LAX,BOS,43,1519
FLL,IND,42,3585
FLL,ATL,131,4545
CLT,FLL,131,3737
DCA,MCO,121,1264
CVG,MKE,176,2639
LAS,DFW,46,2842
ORD,CLT,95,4272
IAH,CMH,90,3442
AUS,MSP,68,397
CVG,SFO,104,3917
CMH,BOS,174,600
IAH,IND,61,4198
SJC,SLC,101,654
BWI,DEN,166,2139
SFO,MIA,155,2279
IND,IAH,137,3655
CVG,ATL,119,4223
SJC,STL,22,4411
PHL,DEN,84,4440
SEA,HNL,164,3868
CLT,DFW,37,313
TPA,SLC,33,1182
MCO,CLE,112,3819
TPA,JFK,78,1569
STL,SLC,19,1274
DCA,RDU,15,4686
ORD,SJC,131,240
MCO,DEN,167,3686
HNL,DFW,38,3692
ATL,DFW,128,2450
IAH,TPA,116,2927
AUS,HNL,121,1149
PHL,IAH,18,3486
DEN,SJC,36,702
PHX,SFO,45,2375
SJC,PHX,79,1110
LAX,STL,81,1787
MIA,SJC,152,3844
HNL,ORD,138,675
SLC,BOS,99,1213
OAK,LAS,130,1794
DCA,DEN,94,4884
BOS,RDU,116,1192
CVG,IND,52,3604
PIT,IND,168,2920
PDX,BWI,84,1011
CMH,LAX,14,3102
JFK,CLE,155,4051
AUS,DFW,125,939
PHL,SEA,133,1161
OAK,LAX,22,746
SFO,PDX,63,1804
MCO,FLL,158,3420
IND,SJC,122,3605
DTW,PHX,47,2046
CLT,ORD,14,1395
MIA,ATL,88,3834
LAX,MSP,132,1117
PHL,MIA,175,4088
CVG,MIA,87,498
DCA,SEA,54,4565
AUS,SMF,136,2351
MIA,IAH,18,3305
PDX,CLT,43,4311
LAS,RDU,86,1500
BWI,DTW,174,3642
BOS,RDU,175,2649
JFK,MDW,80,2445
AUS,MSY,26,4670
JFK,CLT,78,1592
PDX,BWI,42,4691
DTW,MIA,135,3069
PIT,SFO,117,281
LAS,ATL,148,1736
FLL,SLC,134,4931
STL,RDU,10,4595
DTW,PHL,13,2777
SEA,STL,106,4646
FLL,DFW,177,3106
PDX,SMF,129,294
IAH,LAX,92,1070
TPA,OAK,89,3616
MIA,TPA,77,529
LAS,MDW,116,3609
ORD,DCA,114,1738
MDW,MSY,126,1143
SFO,FLL,168,254
TPA,SEA,139,794
ORD,LAX,72,310
STL,MCO,35,1551
PDX,CMH,160,3846
IAH,BOS,32,4710
IND,MDW,77,3094
OAK,ATL,147,153
SJC,BWI,43,1647
CLT,MSY,92,788
CLE,PHX,44,1921
JFK,AUS,18,2753
TPA,MKE,141,4992
OAK,SJC,57,2718
AUS,CVG,95,405
SEA,MCO,136,3318
JFK,LAS,28,1596
MKE,JFK,41,2907
OAK,CMH,164,4842
MKE,CLT,97,4965
MSP,DEN,7,1434
IND,SLC,129,3696
PHL,DTW,21,4982
CLT,OAK,69,3168
SMF,IND,170,464
DFW,BOS,113,2361
MIA,CVG,123,4321
BWI,CLT,123,2471
SFO,MSP,107,1332
BOS,HNL,147,3010
AUS,HNL,136,2173
ATL,PDX,55,2329
SEA,RDU,169,827
SFO,LAX,68,1407
ORD,PDX,52,1383
ATL,MSY,170,4910
SMF,CVG,18,3880
SFO,PHX,17,351
STL,DTW,8,3598
DEN,OAK,164,453
PIT,AUS,170,2414
SMF,SJC,153,1327
PHL,LAS,22,4405
SEA,MIA,33,1192
STL,PHL,133,4923
LAX,DTW,158,4050
SEA,TPA,96,2620
MSP,CVG,176,4419
MSP,MIA,13,4921
ATL,MIA,71,4462
LAS,DEN,106,1550
SMF,TPA,16,1601
MIA,PIT,144,2148
SAN,OAK,155,1478
DTW,DFW,35,3342
SLC,MKE,38,4713
MDW,FLL,28,1095
DTW,MKE,127,4295
STL,PIT,113,3977
SLC,PHL,159,1514
DFW,LAX,16,2772
SLC,MDW,151,2449
FLL,IAH,15,2849
OAK,SEA,42,2168
DFW,PHL,169,993
SMF,LAX,25,2631
MDW,JFK,122,754
OAK,PHX,16,1440
CLE,SJC,154,1771
CLT,DTW,143,3669
BWI,MKE,46,2771
MIA,BOS,10,4346
SMF,ORD,155,4046
PIT,OAK,60,483
PHL,DCA,171,2183
MKE,AUS,69,4351
IND,PHX,117,1536
RDU,PIT,86,2201
MSP,SMF,17,2072
SAN,SJC,68,3909
CVG,SFO,86,3769
AUS,DEN,161,3796
CLE,AUS,92,3014
PIT,ATL,145,931
SAN,SFO,122,4476
IND,SFO,93,3762
SMF,SEA,150,3856
MCO,SFO,123,3790
MKE,SMF,136,3225
AUS,STL,140,1741
ATL,SEA,7,4734
PHX,SAN,64,1349
HNL,PHL,109,2977
MCO,SJC,95,197
SLC,AUS,131,2317
MSY,SEA,35,4806
CLE,JFK,96,2389
TPA,MSY,159,3272
OAK,MCO,119,3398
CMH,BOS,8,2427
STL,SEA,27,1363
SFO,PIT,121,1827
CLT,TPA,167,4969
CLE,SMF,64,3619
LAX,SLC,120,3441
JFK,FLL,42,2458
TPA,DEN,145,1695
ORD,PHX,16,3828
MDW,TPA,160,3235
MCO,MSP,26,3725
SAN,RDU,140,1219
FLL,MKE,20,1049
CLE,ORD,64,2451
MIA,ATL,43,4834
BWI,CMH,95,1710
CVG,PIT,65,4177
BOS,CLE,142,2566
HNL,PHX,145,1267
SJC,ORD,79,4785
PHX,OAK,63,4177
PHX,ORD,14,1192
SFO,CLT,152,1275
DTW,MIA,42,2253
OAK,SEA,30,3055
PIT,OAK,156,2525
DTW,SJC,172,508
SJC,HNL,69,3516
AUS,MSY,35,3072
OAK,SJC,134,3985
PHX,JFK,139,166
SAN,LAS,26,1871
ORD,CVG,55,2515
ATL,IAH,60,1504
DTW,MIA,26,805
DEN,RDU,20,1626
LAX,SAN,63,3807
SJC,SLC,114,1180
DTW,STL,138,376
PHX,MCO,37,1696
LAS,STL,104,3575
DFW,LAX,91,4456
SAN,MKE,136,251
SLC,MKE,171,2076
DFW,SMF,138,1167
BWI,SJC,110,1780
SLC,IND,32,3518
DFW,SFO,23,4495
MDW,SFO,62,824
LAX,IND,42,1628
PHX,LAX,94,357
SLC,MSY,43,1580
TPA,CVG,128,4374
ORD,IAH,50,1476
PHL,MDW,180,254
LAS,ATL,103,161
PIT,ORD,83,4890
MDW,IAH,44,3673
MIA,SJC,109,2431
CLT,CLE,137,3248
BOS,AUS,167,3544
DCA,PHL,113,892
SFO,SJC,103,998
IAH,MSY,148,3020
BWI,ATL,147,2018
DEN,OAK,146,4909
IAH,HNL,88,1229
LAS,SAN,118,2782
SMF,ATL,176,4364
PDX,FLL,155,4531
STL,PHX,153,3093
ATL,LAS,63,709
MIA,SLC,44,3736
MIA,MDW,114,1008
IND,DEN,136,2286
SEA,PHX,120,3374
DTW,MCO,76,3430
FLL,MCO,33,1474
PIT,DTW,153,2967
PDX,MSY,73,2144
MSP,BWI,15,2259
SFO,SJC,140,1108
ORD,HNL,179,715
PHX,DCA,143,1800
CLE,OAK,6,4389
DFW,SLC,106,4878
ATL,SFO,28,1699
ORD,PIT,55,220
MDW,CLT,10,3487
DFW,CLT,114,428
LAX,SJC,49,2643
DEN,MSP,14,1862
PIT,SLC,116,4560
PHX,SLC,175,4395
PHL,LAX,135,2983
PDX,MSP,40,2017
FLL,CLT,139,1954
MIA,DCA,150,3886
SLC,HNL,36,4322
SLC,PIT,40,3046
